Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
PLI_User_TC05/api/v1/projectSpecificDoc?projectNumber=4321&submenuId=c63294b8-d724-422c-aef4-40c28a25c6b6&rights=2-187,4835,231,224,238,255,368,211,933,0.000%,1.35567,0.44,1.65
PLI_User_TC05/api/v1/categoryProjectSpecificDoc-189,23,303,303,360,364,378,230,378,0.000%,1.87281,0.78,2.69
PLI_User_TC05/api/v1/projectSpecificDoc-190,23,446,398,703,732,792,269,792,0.000%,1.84769,4.56,2.66
PLI_User_TC05/api/v1/projectSpecificDoc?projectNumber=4321&submenuId=108fe798-22a3-4800-b2d7-313332bd7f15&rights=2-191,4835,230,224,238,253,354,211,1316,0.000%,1.35597,0.44,1.65
PLI_User_TC05/api/v1/projectSpecificDoc-192,23,409,383,527,568,747,274,747,0.000%,1.85724,2.36,2.67
PLI_User_TC05/api/v1/projectSpecificDoc?projectNumber=4321&submenuId=467479d7-c166-4ee8-81ad-20c92b4bd85a&rights=2-194,4835,229,224,237,253,335,211,992,0.000%,1.35616,0.44,1.65
PLI_User_TC05/api/v1/projectSpecificDoc-195,23,394,370,548,558,646,254,646,0.000%,1.84443,2.24,2.65
PLI_User_TC05/api/v1/projectSpecificDoc?projectNumber=4321&submenuId=dea052ea-3401-443d-8e31-a9e4466f68ee&rights=2-196,4834,230,224,238,257,354,211,1091,0.000%,1.35698,0.44,1.65
PLI_User_TC05/api/v1/projectSpecificDoc-197,23,466,480,586,586,590,262,590,0.000%,1.80974,4.42,2.60
PLI_User_TC05_ReferenceLibrary_Page,4834,2560,2493,2651,3081,3431,2341,9572,0.000%,1.35358,4.92,18.08
PLI_User_TC06/api/v1/menuItems?projectNumber=4321&stateKey=setUpInProgress-204,4834,232,224,239,260,387,212,1106,0.000%,1.35714,0.44,1.59
PLI_User_TC06/api/v1/menuItems?projectNumber=4321&menuId=7f07ff30-d409-4768-885a-f82b120ef7d9-205,4834,230,224,237,255,370,211,1288,0.000%,1.35716,0.44,1.62
PLI_User_TC06/api/v1/menuItems-207,23,1194,1220,1650,1759,1764,702,1764,0.000%,1.75091,1.61,2.48
PLI_User_TC06/api/v1/getusers-208,4834,230,224,238,257,367,211,999,0.000%,1.35780,0.44,1.54
PLI_User_TC06/api/v1/leadList?menuId=7f07ff30-d409-4768-885a-f82b120ef7d9&submenuId=ac022d02-6398-4875-85dd-955e698acca2&projectNumber=4321-210,4834,231,224,237,257,397,211,1139,0.000%,1.35784,0.44,1.68
PLI_User_TC06/api/v1/rolesFormData?menuId=74e89f2e-c55f-4dce-8939-8f858661a139&submenuId=a8c17167-3feb-4518-b3d5-4b985e572fdc-209,4834,232,224,239,262,357,211,1390,0.000%,1.35784,0.44,1.66
PLI_User_TC06/api/v1/projectForm?projectNumber=4321&submenuId=ac022d02-6398-4875-85dd-955e698acca2-211,4834,231,224,238,258,372,211,1331,0.000%,1.35786,0.44,1.63
PLI_User_TC06/api/v1/leadList-213,23,346,322,422,502,629,245,629,0.000%,1.97476,2.79,2.89
PLI_User_TC06/api/v1/rolesFormData-215,23,303,275,425,430,457,235,457,0.000%,1.99618,0.92,2.89
PLI_User_TC06/api/v1/getusers-212,23,356,326,479,562,578,260,578,0.000%,2.00838,4.80,2.72
PLI_User_TC06/api/v1/projectForm-214,23,444,385,649,713,910,304,910,0.000%,1.93570,2.66,2.75
PLI_User_TC06/api/v1/rolesFormData?menuId=74e89f2e-c55f-4dce-8939-8f858661a139&submenuId=a8c17167-3feb-4518-b3d5-4b985e572fdc-216,4834,232,224,238,260,386,211,943,0.000%,1.35862,0.44,1.66
PLI_User_TC06/api/v1/getusers-217,4834,231,223,237,262,399,211,1135,0.000%,1.35866,0.44,1.54
PLI_User_TC06/api/v1/leadList?menuId=7f07ff30-d409-4768-885a-f82b120ef7d9&submenuId=6d3a0496-2868-4235-917b-146c34e12a28&projectNumber=4321-218,4834,230,224,238,256,380,211,1349,0.000%,1.35869,0.44,1.68
PLI_User_TC06/api/v1/projectForm?projectNumber=4321&submenuId=6d3a0496-2868-4235-917b-146c34e12a28-219,4832,231,224,238,259,392,211,1546,0.000%,1.35901,0.44,1.63
PLI_User_TC06/api/v1/leadList-222,23,400,344,705,716,751,250,751,0.000%,2.01701,1.93,2.95
PLI_User_TC06/api/v1/projectForm-223,23,412,384,565,568,594,301,594,0.000%,1.96229,2.76,2.79
PLI_User_TC06/api/v1/leadList?menuId=7f07ff30-d409-4768-885a-f82b120ef7d9&submenuId=92d281d3-d76b-4c7c-ac40-527767d97354&projectNumber=4321-224,4832,229,223,238,254,346,211,1392,0.000%,1.35926,0.44,1.68
PLI_User_TC06/api/v1/projectForm?projectNumber=4321&submenuId=92d281d3-d76b-4c7c-ac40-527767d97354-226,4832,231,223,239,259,419,211,1536,0.000%,1.35928,0.44,1.63
PLI_User_TC06/api/v1/leadList-228,23,326,309,418,457,626,233,626,0.000%,1.95296,2.71,2.86
PLI_User_TC06/api/v1/projectForm-229,23,440,397,586,611,624,325,624,0.000%,1.93701,2.62,2.75
PLI_User_TC06/api/v1/rolesFormData?menuId=74e89f2e-c55f-4dce-8939-8f858661a139&submenuId=a8c17167-3feb-4518-b3d5-4b985e572fdc-230,4832,232,224,240,264,398,211,1552,0.000%,1.35950,0.44,1.66
PLI_User_TC06/api/v1/getusers-231,4832,231,224,238,258,393,210,1536,0.000%,1.35954,0.44,1.54
PLI_User_TC06/api/v1/leadList?menuId=7f07ff30-d409-4768-885a-f82b120ef7d9&submenuId=7ce875bf-1ec8-44e7-854d-2bc2a9de9b57&projectNumber=4321-232,4832,230,224,239,260,376,211,1197,0.000%,1.35957,0.44,1.68
PLI_User_TC06/api/v1/projectForm?projectNumber=4321&submenuId=7ce875bf-1ec8-44e7-854d-2bc2a9de9b57-233,4832,232,224,238,257,400,211,1505,0.000%,1.35957,0.44,1.63
PLI_User_TC06/api/v1/leadList-236,23,406,360,601,649,713,259,713,0.000%,1.82467,1.75,2.67
PLI_User_TC06/api/v1/projectForm-237,23,444,407,546,743,878,307,878,0.000%,1.80491,2.54,2.57
PLI_User_TC06/api/v1/projectForm?projectNumber=4321&submenuId=c1e77643-d7e7-408a-bd2a-132edc2d0aa1-240,4832,232,224,239,265,410,211,1301,0.000%,1.35990,0.44,1.63
PLI_User_TC06/api/v1/leadList?menuId=7f07ff30-d409-4768-885a-f82b120ef7d9&submenuId=c1e77643-d7e7-408a-bd2a-132edc2d0aa1&projectNumber=4321-239,4832,231,224,238,263,392,211,1505,0.000%,1.35991,0.44,1.68
PLI_User_TC06/api/v1/leadList-244,23,366,365,492,532,576,235,576,0.000%,1.78239,2.53,2.61
PLI_User_TC06/api/v1/projectForm-243,23,513,461,645,717,1269,300,1269,0.000%,1.65611,2.29,2.35
PLI_User_TC06/api/v1/rolesFormData?menuId=74e89f2e-c55f-4dce-8939-8f858661a139&submenuId=a8c17167-3feb-4518-b3d5-4b985e572fdc-245,4832,232,224,238,257,428,211,1493,0.000%,1.36022,0.44,1.66
PLI_User_TC06/api/v1/projectForm?projectNumber=4321&submenuId=a33d4172-b921-4b9d-9502-bdcd1d7ea754-247,4831,232,224,239,261,415,211,1160,0.000%,1.36004,0.44,1.63
PLI_User_TC06/api/v1/leadList?menuId=7f07ff30-d409-4768-885a-f82b120ef7d9&submenuId=a33d4172-b921-4b9d-9502-bdcd1d7ea754&projectNumber=4321-248,4830,231,224,239,260,378,211,1343,0.000%,1.36025,0.44,1.68
PLI_User_TC06/api/v1/getusers-246,4830,231,223,238,261,415,211,978,0.000%,1.36028,0.44,1.54
PLI_User_TC06/api/v1/leadList-251,23,538,417,1099,1103,1121,250,1121,0.000%,1.64745,1.58,2.41
PLI_User_TC06/agpi/v1/projectForm-250,23,582,555,1038,1047,1316,309,1316,0.000%,1.62717,2.28,2.31
PLI_User_TC06/api/v1/projectForm?projectNumber=4321&submenuId=e7a07067-5c6e-4c20-a4a0-6409ff5fc5d0-255,4830,231,224,239,258,398,212,932,0.000%,1.36052,0.44,1.63
PLI_User_TC06/api/v1/leadList?menuId=7f07ff30-d409-4768-885a-f82b120ef7d9&submenuId=e7a07067-5c6e-4c20-a4a0-6409ff5fc5d0&projectNumber=4321-254,4830,231,224,238,259,405,211,1199,0.000%,1.36054,0.44,1.68
PLI_User_TC06/api/v1/leadList-259,23,493,455,727,1020,1317,258,1317,0.000%,1.61903,1.73,2.37
PLI_User_TC06/api/v1/projectForm-258,23,593,596,789,817,1218,347,1218,0.000%,1.58939,1.63,2.26
PLI_User_TC06_AssignProjectLeads_Page,4830,5598,5469,6058,6242,6872,5133,16791,0.000%,1.35536,10.68,39.24
PLI_User_TC07/static/media/icon-loading.0f0a4fde.svg-261,4830,382,232,910,935,1334,215,1910,0.000%,1.36080,1.87,0.94
PLI_User_TC07/api/v1/menuItems?projectNumber=4321&menuId=08c96ee1-9722-4613-8c46-68e0e9205e94-265,4828,237,224,239,269,868,211,1187,0.000%,1.36070,0.44,1.62
PLI_User_TC07/api/v1/menuItems?projectNumber=4321&stateKey=setUpInProgress-264,4828,232,223,239,259,406,211,1512,0.000%,1.36071,0.44,1.60
PLI_User_TC07/api/v1/menuItems-266,23,1356,1397,1656,1708,2761,722,2761,0.000%,1.53692,2.09,2.18
PLI_User_TC07/api/v1/wbsForms?projectNumber=4321&submenuId=d6c4e8d0-ec05-4956-a531-a04a18df3b72-268,4828,231,223,238,257,420,211,967,0.000%,1.36120,0.44,1.63
PLI_User_TC07/api/v1/wbsForms-269,23,437,391,521,683,1147,295,1147,0.000%,1.62763,1.72,2.31
PLI_User_TC07/api/v1/wbsForms?projectNumber=4321&submenuId=2d906856-8f45-454d-a3ad-635844ad0a9c-271,4828,231,224,238,262,383,211,925,0.000%,1.36140,0.44,1.63
PLI_User_TC07/api/v1/wbsForms-272,23,584,584,743,858,877,325,877,0.000%,1.62017,2.22,2.30
PLI_User_TC07/api/v1/wbsForms?projectNumber=4321&submenuId=c31aa4b0-3798-4a37-9bda-9b1e2c760849-277,4828,232,224,239,263,394,212,1236,0.000%,1.36159,0.44,1.63
PLI_User_TC07/api/v1/wbsForms-278,23,571,470,809,1105,1413,318,1413,0.000%,1.59733,43.69,2.27
PLI_User_TC07/api/v1/wbsForms?projectNumber=4321&submenuId=0601f7da-d7f9-4e5b-8b40-ac55a9bd41e3-279,4827,230,224,238,258,350,211,937,0.000%,1.36174,0.44,1.63
PLI_User_TC07/api/v1/wbsForms-280,23,449,454,557,580,625,274,625,0.000%,1.63017,1.73,2.31
PLI_User_TC07_WBSInformation_Page,4827,1794,1604,2291,2483,2992,1497,7047,0.000%,1.36008,4.73,10.71
PLI_User_TC08/api/v1/menuItems?projectNumber=4321&stateKey=setUpInProgress-285,4827,231,224,238,257,369,211,1322,0.000%,1.36189,0.44,1.60
PLI_User_TC08/api/v1/menuItems?projectNumber=4321&menuId=3514b4bd-c8d3-4c85-a5d7-211c0acfa81d-286,4825,231,224,239,263,385,211,1312,0.000%,1.36186,0.44,1.62
PLI_User_TC08/api/v1/menuItems-287,23,1238,1109,1631,2166,2850,571,2850,0.000%,1.60178,1.46,2.27
PLI_User_TC08/api/v1/importManHours?projectNumber=4321&submenuId=c63a43b7-bfc4-445d-b949-23ae9b4f1bb1-289,4825,230,224,238,256,356,211,928,0.000%,1.36245,0.44,1.64
PLI_User_TC08/api/v1/importManHours-290,23,366,363,512,536,587,246,587,0.000%,1.76678,3.83,2.52
PLI_User_TC08/static/media/sortArrows.36d08665.svg-291,4825,240,229,240,246,893,214,1553,0.000%,1.36264,0.71,0.94
PLI_User_TC08/api/v1/importManHours?projectNumber=4321&submenuId=6ba185fb-0266-4b5d-96c9-d482447834af-293,4825,235,223,238,261,636,211,1318,0.000%,1.36265,0.44,1.64
PLI_User_TC08/api/v1/importManHours-294,23,467,333,1099,1146,1159,244,1159,0.000%,1.77757,4.56,2.53
PLI_User_TC08/api/v1/importManHours?projectNumber=4321&submenuId=a383c497-fd2c-4bab-b422-dce708f9bbec-296,4825,230,224,239,258,384,211,1121,0.000%,1.36286,0.44,1.64
PLI_User_TC08/api/v1/importManHours-297,23,387,323,543,662,1168,244,1168,0.000%,1.85036,3.63,2.64
PLI_User_TC08/api/v1/importManHours?projectNumber=4321&submenuId=d0893b50-7c7c-4ecc-80ed-f9d215897165-299,4824,230,223,237,255,374,211,1163,0.000%,1.36363,0.44,1.64
PLI_User_TC08/api/v1/importManHours-300,23,425,381,590,1065,1072,243,1072,0.000%,1.97645,4.25,2.82
PLI_User_TC08/api/v1/importManHours?projectNumber=4321&submenuId=abbb3291-148f-423e-8521-9fa5db28c970-302,4824,232,224,238,258,403,211,1490,0.000%,1.36390,0.44,1.64
PLI_User_TC08/api/v1/importManHours-303,23,394,384,489,506,1079,247,1079,0.000%,2.05486,4.16,2.93
PLI_User_TC08/api/v1/importManHours?projectNumber=4321&submenuId=e44e405d-2c20-4334-9098-581ec828687b-304,4824,232,224,238,259,404,211,1198,0.000%,1.36412,0.44,1.64
PLI_User_TC08/api/v1/importManHours-305,23,391,340,587,638,1319,240,1319,0.000%,2.24917,2.34,3.20
PLI_User_TC08_ManhourBudgets_Page,4824,2112,2042,2185,2662,3116,1917,9370,0.000%,1.36134,4.32,14.04
PLI_User_TC09/api/v1/workFlow?menuId=d9244c12-f11c-420b-b3d6-b71b00ef41e0&projectNumber=4321-312,4824,231,223,238,257,393,211,1285,0.000%,1.36461,0.44,1.63
PLI_User_TC09/api/v1/menuItems?projectNumber=4321&stateKey=setUpInProgress-311,4824,230,223,237,255,381,211,1184,0.000%,1.36466,0.44,1.60
PLI_User_TC09/api/v1/workFlow-313,23,314,292,459,487,516,237,516,0.000%,2.33978,2.81,3.31
PLI_User_TC09_WorkflowRules_Page,4824,463,449,480,516,944,424,1512,0.000%,1.36453,0.89,3.24
TOTAL,1208686,296,225,665,703,2521,0,16791,16.872%,335.71291,561.51,463.52
