Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
PLI_User_TC04/api/v1/projectForm-163,9,363,354,420,431,431,314,431,0.000%,1.57178,1.91,2.30
PLI_User_TC04/api/v1/projectForm?projectNumber=4321&menuId=5fcd1674-7760-4df0-84ac-2ea780dfc3f5&submenuId=1d07757b-ab59-42e2-9be2-410d297428a3-164,1937,224,223,230,232,260,212,1562,0.000%,.54056,0.18,0.67
PLI_User_TC04/api/v1/projectForm-165,9,360,338,438,467,467,310,467,0.000%,1.57343,2.83,2.31
PLI_User_TC04_ProjectInformation_Page,1937,2762,2691,2780,3328,3962,2566,11562,0.000%,.53938,2.70,7.72
PLI_User_TC05/api/v1/menuItems?projectNumber=4321&stateKey=setUpInProgress-171,1937,225,223,230,232,261,212,1130,0.000%,.54061,0.18,0.63
PLI_User_TC05/api/v1/menuItems?projectNumber=4321&menuId=237a56bc-ec95-41aa-a7dd-d0763d233e55-172,1937,225,223,230,232,257,212,1104,0.000%,.54061,0.18,0.64
PLI_User_TC05/api/v1/menuItems-174,9,615,634,656,684,684,495,684,0.000%,1.49576,1.36,2.12
PLI_User_TC05/api/v1/projectSpecificDoc?projectNumber=4321&submenuId=dc316bef-3a90-44f5-b542-e4025f9d5452&rights=2-175,1936,224,223,230,232,258,212,897,0.000%,.54163,0.18,0.66
PLI_User_TC05/api/v1/projectSpecificDoc-177,9,297,267,353,406,406,257,406,0.000%,1.59546,3.34,2.29
PLI_User_TC05/api/v1/categoryProjectSpecificDoc?projectNumber=4321&submenuId=dc316bef-3a90-44f5-b542-e4025f9d5452-179,1936,225,223,230,232,270,212,1186,0.000%,.54167,0.18,0.66
PLI_User_TC05/api/v1/categoryProjectSpecificDoc-180,9,252,255,259,285,285,234,285,0.000%,1.59716,3.43,2.29
PLI_User_TC05/api/v1/categoryProjectSpecificDoc?projectNumber=4321&submenuId=02a97c7d-f4fb-486c-ac97-df29d8497dd4-183,1936,230,223,230,232,257,212,9183,0.000%,.54171,0.18,0.66
PLI_User_TC05/api/v1/projectSpecificDoc?projectNumber=4321&submenuId=02a97c7d-f4fb-486c-ac97-df29d8497dd4&rights=2-182,1936,228,222,230,232,289,212,1348,0.000%,.54171,0.18,0.66
PLI_User_TC05/api/v1/categoryProjectSpecificDoc-184,9,255,246,277,312,312,230,312,0.000%,1.62221,0.68,2.33
PLI_User_TC05/api/v1/projectSpecificDoc-185,9,290,261,338,427,427,256,427,0.000%,1.61319,1.79,2.32
PLI_User_TC05/api/v1/categoryProjectSpecificDoc?projectNumber=4321&submenuId=c63294b8-d724-422c-aef4-40c28a25c6b6-188,1936,225,223,230,232,265,212,984,0.000%,.54181,0.18,0.66
PLI_User_TC05/api/v1/projectSpecificDoc?projectNumber=4321&submenuId=c63294b8-d724-422c-aef4-40c28a25c6b6&rights=2-187,1936,228,223,230,232,255,212,7106,0.000%,.54181,0.18,0.66
PLI_User_TC05/api/v1/categoryProjectSpecificDoc-189,9,240,240,244,262,262,231,262,0.000%,1.61319,0.68,2.32
PLI_User_TC05/api/v1/projectSpecificDoc-190,9,271,270,283,303,303,253,303,0.000%,1.60772,3.97,2.31
PLI_User_TC05/api/v1/projectSpecificDoc?projectNumber=4321&submenuId=108fe798-22a3-4800-b2d7-313332bd7f15&rights=2-191,1936,229,223,230,233,263,212,6967,0.000%,.54188,0.18,0.66
PLI_User_TC05/api/v1/projectSpecificDoc-192,9,306,285,374,422,422,251,422,0.000%,1.60085,2.04,2.30
PLI_User_TC05/api/v1/projectSpecificDoc?projectNumber=4321&submenuId=467479d7-c166-4ee8-81ad-20c92b4bd85a&rights=2-194,1936,225,223,230,232,253,212,919,0.000%,.54195,0.18,0.66
PLI_User_TC05/api/v1/projectSpecificDoc-195,9,295,289,363,374,374,251,374,0.000%,1.64054,1.99,2.36
PLI_User_TC05/api/v1/projectSpecificDoc?projectNumber=4321&submenuId=dea052ea-3401-443d-8e31-a9e4466f68ee&rights=2-196,1936,223,223,230,232,259,212,865,0.000%,.54199,0.18,0.66
PLI_User_TC05/api/v1/projectSpecificDoc-197,9,268,263,280,291,291,255,291,0.000%,1.64926,4.03,2.37
PLI_User_TC05_ReferenceLibrary_Page,1936,2505,2457,2539,2637,3394,2341,11328,0.000%,.54119,1.97,7.23
PLI_User_TC06/api/v1/menuItems?projectNumber=4321&stateKey=setUpInProgress-204,1936,224,223,229,232,259,211,1133,0.000%,.54204,0.18,0.64
PLI_User_TC06/api/v1/menuItems?projectNumber=4321&menuId=7f07ff30-d409-4768-885a-f82b120ef7d9-205,1936,231,223,229,231,262,211,9061,0.000%,.54204,0.18,0.65
PLI_User_TC06/api/v1/menuItems-207,9,534,523,569,592,592,494,592,0.000%,1.58061,1.45,2.24
PLI_User_TC06/api/v1/getusers-208,1936,226,222,230,232,266,212,1731,0.000%,.54213,0.18,0.61
PLI_User_TC06/api/v1/leadList?menuId=7f07ff30-d409-4768-885a-f82b120ef7d9&submenuId=ac022d02-6398-4875-85dd-955e698acca2&projectNumber=4321-210,1936,230,223,230,232,267,212,9195,0.000%,.54213,0.18,0.67
PLI_User_TC06/api/v1/rolesFormData?menuId=74e89f2e-c55f-4dce-8939-8f858661a139&submenuId=a8c17167-3feb-4518-b3d5-4b985e572fdc-209,1936,227,223,230,232,282,212,967,0.000%,.54213,0.18,0.66
PLI_User_TC06/api/v1/projectForm?projectNumber=4321&submenuId=ac022d02-6398-4875-85dd-955e698acca2-211,1936,226,223,230,232,275,212,928,0.000%,.54213,0.18,0.65
PLI_User_TC06/api/v1/leadList-213,9,251,248,262,270,270,243,270,0.000%,1.64444,2.32,2.40
PLI_User_TC06/api/v1/rolesFormData-215,9,241,238,247,265,265,231,265,0.000%,1.64594,0.76,2.38
PLI_User_TC06/api/v1/getusers-212,9,267,270,277,278,278,251,278,0.000%,1.63666,3.91,2.22
PLI_User_TC06/api/v1/projectForm-214,9,305,304,311,315,315,300,315,0.000%,1.61900,2.23,2.30
PLI_User_TC06/api/v1/rolesFormData?menuId=74e89f2e-c55f-4dce-8939-8f858661a139&submenuId=a8c17167-3feb-4518-b3d5-4b985e572fdc-216,1936,227,223,230,232,278,212,1691,0.000%,.54229,0.18,0.66
PLI_User_TC06/api/v1/getusers-217,1936,225,222,230,232,253,211,1327,0.000%,.54229,0.18,0.61
PLI_User_TC06/api/v1/leadList?menuId=7f07ff30-d409-4768-885a-f82b120ef7d9&submenuId=6d3a0496-2868-4235-917b-146c34e12a28&projectNumber=4321-218,1936,223,223,230,232,257,212,875,0.000%,.54229,0.18,0.67
PLI_User_TC06/api/v1/projectForm?projectNumber=4321&submenuId=6d3a0496-2868-4235-917b-146c34e12a28-219,1936,226,223,230,232,271,212,1297,0.000%,.54229,0.18,0.65
PLI_User_TC06/api/v1/leadList-222,9,255,255,260,287,287,241,287,0.000%,1.60944,1.54,2.35
PLI_User_TC06/api/v1/projectForm-223,9,310,311,328,330,330,293,330,0.000%,1.59067,2.24,2.26
PLI_User_TC06/api/v1/leadList?menuId=7f07ff30-d409-4768-885a-f82b120ef7d9&submenuId=92d281d3-d76b-4c7c-ac40-527767d97354&projectNumber=4321-224,1936,229,223,230,233,290,212,1701,0.000%,.54238,0.18,0.67
PLI_User_TC06/api/v1/projectForm?projectNumber=4321&submenuId=92d281d3-d76b-4c7c-ac40-527767d97354-226,1936,227,223,230,232,255,211,7067,0.000%,.54238,0.18,0.65
PLI_User_TC06/api/v1/leadList-228,9,252,247,257,294,294,240,294,0.000%,1.60858,2.23,2.35
PLI_User_TC06/api/v1/projectForm-229,9,309,313,320,320,320,298,320,0.000%,1.59095,2.15,2.26
PLI_User_TC06/api/v1/rolesFormData?menuId=74e89f2e-c55f-4dce-8939-8f858661a139&submenuId=a8c17167-3feb-4518-b3d5-4b985e572fdc-230,1936,224,223,230,231,246,212,918,0.000%,.54247,0.18,0.66
PLI_User_TC06/api/v1/getusers-231,1936,230,222,230,232,259,212,9092,0.000%,.54247,0.18,0.61
PLI_User_TC06/api/v1/leadList?menuId=7f07ff30-d409-4768-885a-f82b120ef7d9&submenuId=7ce875bf-1ec8-44e7-854d-2bc2a9de9b57&projectNumber=4321-232,1936,226,222,230,232,263,212,1648,0.000%,.54247,0.18,0.67
PLI_User_TC06/api/v1/projectForm?projectNumber=4321&submenuId=7ce875bf-1ec8-44e7-854d-2bc2a9de9b57-233,1936,228,223,230,231,260,212,7102,0.000%,.54247,0.18,0.65
PLI_User_TC06/api/v1/leadList-236,9,262,251,292,292,292,244,292,0.000%,1.57812,1.51,2.31
PLI_User_TC06/api/v1/projectForm-237,9,313,304,338,362,362,297,362,0.000%,1.56087,2.20,2.22
PLI_User_TC06/api/v1/projectForm?projectNumber=4321&submenuId=c1e77643-d7e7-408a-bd2a-132edc2d0aa1-240,1936,225,223,230,232,268,212,1349,0.000%,.54255,0.18,0.65
PLI_User_TC06/api/v1/leadList?menuId=7f07ff30-d409-4768-885a-f82b120ef7d9&submenuId=c1e77643-d7e7-408a-bd2a-132edc2d0aa1&projectNumber=4321-239,1936,230,222,230,232,268,212,9205,0.000%,.54255,0.18,0.67
PLI_User_TC06/api/v1/leadList-244,9,252,251,267,274,274,240,274,0.000%,1.57591,2.24,2.30
PLI_User_TC06/api/v1/projectForm-243,9,307,306,316,326,326,299,326,0.000%,1.55548,2.15,2.21
PLI_User_TC06/api/v1/rolesFormData?menuId=74e89f2e-c55f-4dce-8939-8f858661a139&submenuId=a8c17167-3feb-4518-b3d5-4b985e572fdc-245,1936,229,223,230,232,263,212,7059,0.000%,.54264,0.18,0.66
PLI_User_TC06/api/v1/projectForm?projectNumber=4321&submenuId=a33d4172-b921-4b9d-9502-bdcd1d7ea754-247,1936,225,223,230,232,248,211,1197,0.000%,.54264,0.18,0.65
PLI_User_TC06/api/v1/leadList?menuId=7f07ff30-d409-4768-885a-f82b120ef7d9&submenuId=a33d4172-b921-4b9d-9502-bdcd1d7ea754&projectNumber=4321-248,1936,225,223,230,231,267,212,1493,0.000%,.54264,0.18,0.67
PLI_User_TC06/api/v1/getusers-246,1936,226,223,230,231,262,212,1101,0.000%,.54264,0.18,0.61
PLI_User_TC06/api/v1/leadList-251,9,264,248,280,322,322,239,322,0.000%,1.53479,1.47,2.24
PLI_User_TC06/agpi/v1/projectForm-250,9,311,310,322,337,337,297,337,0.000%,1.52646,2.14,2.17
PLI_User_TC06/api/v1/projectForm?projectNumber=4321&submenuId=e7a07067-5c6e-4c20-a4a0-6409ff5fc5d0-255,1936,230,223,230,233,261,212,9091,0.000%,.54274,0.18,0.65
PLI_User_TC06/api/v1/leadList?menuId=7f07ff30-d409-4768-885a-f82b120ef7d9&submenuId=e7a07067-5c6e-4c20-a4a0-6409ff5fc5d0&projectNumber=4321-254,1936,226,223,230,232,260,212,1194,0.000%,.54274,0.18,0.67
PLI_User_TC06/api/v1/leadList-259,9,284,276,312,389,389,249,389,0.000%,1.51210,1.61,2.21
PLI_User_TC06/api/v1/projectForm-258,9,357,355,412,444,444,302,444,0.000%,1.46532,1.51,2.08
PLI_User_TC06_AssignProjectLeads_Page,1936,5479,5373,5793,6069,6833,5117,14541,0.000%,.54127,4.27,15.66
PLI_User_TC07/static/media/icon-loading.0f0a4fde.svg-261,1936,415,234,931,1191,1538,216,1768,0.000%,.54282,0.75,0.38
PLI_User_TC07/api/v1/menuItems?projectNumber=4321&menuId=08c96ee1-9722-4613-8c46-68e0e9205e94-265,1936,230,223,230,233,876,212,927,0.000%,.54283,0.18,0.65
PLI_User_TC07/api/v1/menuItems?projectNumber=4321&stateKey=setUpInProgress-264,1936,230,223,230,232,269,212,7168,0.000%,.54283,0.18,0.64
PLI_User_TC07/api/v1/menuItems-266,9,624,612,744,779,779,491,779,0.000%,1.39969,1.91,1.98
PLI_User_TC07/api/v1/wbsForms?projectNumber=4321&submenuId=d6c4e8d0-ec05-4956-a531-a04a18df3b72-268,1935,225,223,229,232,256,212,911,0.000%,.54272,0.18,0.65
PLI_User_TC07/api/v1/wbsForms-269,9,261,265,268,284,284,249,284,0.000%,1.48221,1.56,2.10
PLI_User_TC07/api/v1/wbsForms?projectNumber=4321&submenuId=2d906856-8f45-454d-a3ad-635844ad0a9c-271,1935,224,223,230,232,255,212,900,0.000%,.54277,0.18,0.65
PLI_User_TC07/api/v1/wbsForms-272,9,329,305,413,445,445,272,445,0.000%,1.46771,2.01,2.08
PLI_User_TC07/api/v1/wbsForms?projectNumber=4321&submenuId=c31aa4b0-3798-4a37-9bda-9b1e2c760849-277,1934,226,223,230,232,263,212,1713,0.000%,.54266,0.18,0.65
PLI_User_TC07/api/v1/wbsForms-278,9,309,301,333,396,396,271,396,0.000%,1.44439,39.52,2.05
PLI_User_TC07/api/v1/wbsForms?projectNumber=4321&submenuId=0601f7da-d7f9-4e5b-8b40-ac55a9bd41e3-279,1934,226,223,230,232,271,212,926,0.000%,.54270,0.18,0.65
PLI_User_TC07/api/v1/wbsForms-280,9,264,255,261,348,348,250,348,0.000%,1.45443,1.55,2.06
PLI_User_TC07_WBSInformation_Page,1934,1787,1586,2308,2652,3043,1500,8538,0.000%,.54227,1.88,4.27
PLI_User_TC08/api/v1/menuItems?projectNumber=4321&stateKey=setUpInProgress-285,1934,226,222,230,232,259,211,1250,0.000%,.54276,0.18,0.64
PLI_User_TC08/api/v1/menuItems?projectNumber=4321&menuId=3514b4bd-c8d3-4c85-a5d7-211c0acfa81d-286,1934,225,223,230,232,262,211,1181,0.000%,.54276,0.18,0.65
PLI_User_TC08/api/v1/menuItems-287,9,574,564,687,710,710,486,710,0.000%,1.41554,1.29,2.01
PLI_User_TC08/api/v1/importManHours?projectNumber=4321&submenuId=c63a43b7-bfc4-445d-b949-23ae9b4f1bb1-289,1933,231,222,230,232,284,211,9180,0.000%,.54265,0.18,0.65
PLI_User_TC08/api/v1/importManHours-290,9,258,253,275,277,277,242,277,0.000%,1.48026,3.21,2.11
PLI_User_TC08/static/media/sortArrows.36d08665.svg-291,1933,242,232,241,246,293,214,7131,0.000%,.54268,0.28,0.37
PLI_User_TC08/api/v1/importManHours?projectNumber=4321&submenuId=6ba185fb-0266-4b5d-96c9-d482447834af-293,1931,229,223,230,232,303,211,1736,0.000%,.54234,0.18,0.65
PLI_User_TC08/api/v1/importManHours-294,9,276,267,275,394,394,247,394,0.000%,1.46151,3.74,2.08
PLI_User_TC08/api/v1/importManHours?projectNumber=4321&submenuId=a383c497-fd2c-4bab-b422-dce708f9bbec-296,1931,227,223,230,232,265,212,929,0.000%,.54241,0.18,0.65
PLI_User_TC08/api/v1/importManHours-297,9,253,252,264,270,270,240,270,0.000%,1.49007,2.92,2.12
PLI_User_TC08/api/v1/importManHours?projectNumber=4321&submenuId=d0893b50-7c7c-4ecc-80ed-f9d215897165-299,1931,226,223,230,232,268,212,940,0.000%,.54244,0.18,0.65
PLI_User_TC08/api/v1/importManHours-300,9,260,259,277,294,294,242,294,0.000%,1.48736,3.20,2.12
PLI_User_TC08/api/v1/importManHours?projectNumber=4321&submenuId=abbb3291-148f-423e-8521-9fa5db28c970-302,1931,224,223,230,233,255,212,904,0.000%,.54248,0.18,0.65
PLI_User_TC08/api/v1/importManHours-303,9,272,260,318,326,326,241,326,0.000%,1.47493,2.98,2.10
PLI_User_TC08/api/v1/importManHours?projectNumber=4321&submenuId=e44e405d-2c20-4334-9098-581ec828687b-304,1931,223,223,229,232,247,211,867,0.000%,.54253,0.18,0.65
PLI_User_TC08/api/v1/importManHours-305,9,256,247,264,312,312,241,312,0.000%,1.47011,1.53,2.10
PLI_User_TC08_ManhourBudgets_Page,1931,2067,2018,2083,2250,3036,1927,10914,0.000%,.54194,1.72,5.59
PLI_User_TC09/api/v1/workFlow?menuId=d9244c12-f11c-420b-b3d6-b71b00ef41e0&projectNumber=4321-312,1931,227,223,230,231,274,211,1009,0.000%,.54256,0.18,0.65
PLI_User_TC09/api/v1/menuItems?projectNumber=4321&stateKey=setUpInProgress-311,1930,228,223,230,232,246,211,9196,0.000%,.54242,0.18,0.64
PLI_User_TC09/api/v1/workFlow-313,9,258,256,271,298,298,242,298,0.000%,1.46843,1.76,2.08
PLI_User_TC09_WorkflowRules_Page,1930,456,446,460,464,717,423,9421,0.000%,.54238,0.35,1.29
TOTAL,495193,289,224,659,692,2476,0,14541,17.057%,137.54551,231.38,188.84
